"","YEAR","STATE","TYPE.OF.PRODUCER","ENERGY.SOURCE","GENERATION..Megawatthours."
"515",1990,"MA","Electric Generators, Electric Utilities","Nuclear",5069620
"516",1990,"MA","Electric Generators, Electric Utilities","Petroleum",14556403
"518",1990,"MA","Combined Heat and Power, Industrial Power","Total",546661
"519",1990,"MA","Combined Heat and Power, Industrial Power","Coal",39187
"520",1990,"MA","Combined Heat and Power, Industrial Power","Hydro",11253
"521",1990,"MA","Combined Heat and Power, Industrial Power","Natural Gas",240711
"523",1990,"MA","Combined Heat and Power, Industrial Power","Petroleum",185772
"524",1990,"MA","Combined Heat and Power, Electric Power","Total",750576
"525",1990,"MA","Combined Heat and Power, Electric Power","Coal",53637
"526",1990,"MA","Combined Heat and Power, Electric Power","Natural Gas",592055
"529",1990,"MA","Combined Heat and Power, Electric Power","Petroleum",59209
"530",1990,"MA","Combined Heat and Power, Electric Power","Wood",0
"531",1990,"MA","Combined Heat and Power, Commercial Power","Total",305855
"532",1990,"MA","Combined Heat and Power, Commercial Power","Natural Gas",13540
"534",1990,"MA","Combined Heat and Power, Commercial Power","Petroleum",292307
"535",1990,"MD","Total Electric Power Industry","Total",33162292
"536",1990,"MD","Total Electric Power Industry","Coal",23509862
"537",1990,"MD","Total Electric Power Industry","Hydro",2298910
"538",1990,"MD","Total Electric Power Industry","Natural Gas",1522443
"539",1990,"MD","Total Electric Power Industry","Nuclear",1251416
"542",1990,"MD","Total Electric Power Industry","Petroleum",3571272
"543",1990,"MD","Total Electric Power Industry","Wood",149118
"544",1990,"MD","Electric Generators, Independent Power Producers","Total",19857
"546",1990,"MD","Electric Generators, Electric Utilities","Total",31497406
"547",1990,"MD","Electric Generators, Electric Utilities","Coal",23299412
"548",1990,"MD","Electric Generators, Electric Utilities","Hydro",2298910
"549",1990,"MD","Electric Generators, Electric Utilities","Natural Gas",1319588
"550",1990,"MD","Electric Generators, Electric Utilities","Nuclear",1251416
"552",1990,"MD","Electric Generators, Electric Utilities","Petroleum",3328080
"553",1990,"MD","Combined Heat and Power, Industrial Power","Total",347398
"554",1990,"MD","Combined Heat and Power, Industrial Power","Coal",183267
"555",1990,"MD","Combined Heat and Power, Industrial Power","Natural Gas",28381
"556",1990,"MD","Combined Heat and Power, Industrial Power","Petroleum",4102
"557",1990,"MD","Combined Heat and Power, Industrial Power","Wood",131648
"558",1990,"MD","Combined Heat and Power, Electric Power","Total",1227014
"559",1990,"MD","Combined Heat and Power, Electric Power","Natural Gas",174474
"562",1990,"MD","Combined Heat and Power, Electric Power","Petroleum",229519
"563",1990,"MD","Combined Heat and Power, Commercial Power","Total",70617
"564",1990,"MD","Combined Heat and Power, Commercial Power","Coal",27183
"566",1990,"MD","Combined Heat and Power, Commercial Power","Petroleum",9571
"567",1990,"MD","Combined Heat and Power, Commercial Power","Wood",17470
"568",1990,"ME","Total Electric Power Industry","Total",15946014
"569",1990,"ME","Total Electric Power Industry","Coal",453218
"570",1990,"ME","Total Electric Power Industry","Hydro",4090536
"571",1990,"ME","Total Electric Power Industry","Natural Gas",50786
"572",1990,"ME","Total Electric Power Industry","Nuclear",4860727
"574",1990,"ME","Total Electric Power Industry","Petroleum",3081100
"575",1990,"ME","Total Electric Power Industry","Wood",3048849
"576",1990,"ME","Electric Generators, Independent Power Producers","Total",1880019
"577",1990,"ME","Electric Generators, Independent Power Producers","Hydro",636300
"578",1990,"ME","Electric Generators, Independent Power Producers","Natural Gas",13277
"580",1990,"ME","Electric Generators, Independent Power Producers","Petroleum",1738
"581",1990,"ME","Electric Generators, Independent Power Producers","Wood",1033641
"582",1990,"ME","Electric Generators, Electric Utilities","Total",9063595
"583",1990,"ME","Electric Generators, Electric Utilities","Hydro",2110064
"584",1990,"ME","Electric Generators, Electric Utilities","Nuclear",4860727
"585",1990,"ME","Electric Generators, Electric Utilities","Petroleum",2092804
"586",1990,"ME","Combined Heat and Power, Industrial Power","Total",4361911
"587",1990,"ME","Combined Heat and Power, Industrial Power","Coal",186945
"588",1990,"ME","Combined Heat and Power, Industrial Power","Hydro",1344172
"589",1990,"ME","Combined Heat and Power, Industrial Power","Natural Gas",37509
"591",1990,"ME","Combined Heat and Power, Industrial Power","Petroleum",975643
"592",1990,"ME","Combined Heat and Power, Industrial Power","Wood",1787993
"593",1990,"ME","Combined Heat and Power, Electric Power","Total",473221
"594",1990,"ME","Combined Heat and Power, Electric Power","Coal",266273
"595",1990,"ME","Combined Heat and Power, Electric Power","Petroleum",8768
"596",1990,"ME","Combined Heat and Power, Electric Power","Wood",198180
"597",1990,"ME","Combined Heat and Power, Commercial Power","Total",167268
"598",1990,"ME","Combined Heat and Power, Commercial Power","Coal",0
"600",1990,"ME","Combined Heat and Power, Commercial Power","Petroleum",2147
"601",1990,"ME","Combined Heat and Power, Commercial Power","Wood",29035
"602",1990,"MI","Total Electric Power Industry","Total",100059737
"603",1990,"MI","Total Electric Power Industry","Coal",67066870
"604",1990,"MI","Total Electric Power Industry","Hydro",1627918
"605",1990,"MI","Total Electric Power Industry","Natural Gas",7837956
"606",1990,"MI","Total Electric Power Industry","Nuclear",21610500
"609",1990,"MI","Total Electric Power Industry","Petroleum",861725
"611",1990,"MI","Total Electric Power Industry","Wood",1097963
"612",1990,"MI","Electric Generators, Independent Power Producers","Total",638997
"613",1990,"MI","Electric Generators, Independent Power Producers","Hydro",111986
"614",1990,"MI","Electric Generators, Independent Power Producers","Natural Gas",4014
"616",1990,"MI","Electric Generators, Independent Power Producers","Wood",387900
"617",1990,"MI","Electric Generators, Electric Utilities","Total",89058681
"618",1990,"MI","Electric Generators, Electric Utilities","Coal",65295742
"619",1990,"MI","Electric Generators, Electric Utilities","Hydro",1492822
"620",1990,"MI","Electric Generators, Electric Utilities","Natural Gas",665142
"621",1990,"MI","Electric Generators, Electric Utilities","Nuclear",21610500
"622",1990,"MI","Electric Generators, Electric Utilities","Petroleum",689461
"624",1990,"MI","Combined Heat and Power, Industrial Power","Total",3597090
"625",1990,"MI","Combined Heat and Power, Industrial Power","Coal",1378933
"626",1990,"MI","Combined Heat and Power, Industrial Power","Hydro",23110
"627",1990,"MI","Combined Heat and Power, Industrial Power","Natural Gas",978650
"630",1990,"MI","Combined Heat and Power, Industrial Power","Petroleum",169150
"631",1990,"MI","Combined Heat and Power, Industrial Power","Wood",704862
"632",1990,"MI","Combined Heat and Power, Electric Power","Total",6353648
"633",1990,"MI","Combined Heat and Power, Electric Power","Coal",186085
"634",1990,"MI","Combined Heat and Power, Electric Power","Natural Gas",6162052
"635",1990,"MI","Combined Heat and Power, Electric Power","Petroleum",310
"636",1990,"MI","Combined Heat and Power, Electric Power","Wood",5201
"637",1990,"MI","Combined Heat and Power, Commercial Power","Total",411321
"638",1990,"MI","Combined Heat and Power, Commercial Power","Coal",206110
"639",1990,"MI","Combined Heat and Power, Commercial Power","Natural Gas",28098
"641",1990,"MI","Combined Heat and Power, Commercial Power","Petroleum",2804
"642",1990,"MN","Total Electric Power Industry","Total",43070376
"643",1990,"MN","Total Electric Power Industry","Coal",28176280
"644",1990,"MN","Total Electric Power Industry","Hydro",857046
"645",1990,"MN","Total Electric Power Industry","Natural Gas",539839
"646",1990,"MN","Total Electric Power Industry","Nuclear",12139302
"648",1990,"MN","Total Electric Power Industry","Petroleum",447814
"649",1990,"MN","Total Electric Power Industry","Wind",266
"650",1990,"MN","Total Electric Power Industry","Wood",425018
"651",1990,"MN","Electric Generators, Independent Power Producers","Total",239507
"652",1990,"MN","Electric Generators, Independent Power Producers","Hydro",27794
"653",1990,"MN","Electric Generators, Independent Power Producers","Natural Gas",4473
"655",1990,"MN","Electric Generators, Electric Utilities","Total",41549628
"656",1990,"MN","Electric Generators, Electric Utilities","Coal",27587603
"657",1990,"MN","Electric Generators, Electric Utilities","Hydro",657574
"658",1990,"MN","Electric Generators, Electric Utilities","Natural Gas",326083
"659",1990,"MN","Electric Generators, Electric Utilities","Nuclear",12139302
"661",1990,"MN","Electric Generators, Electric Utilities","Petroleum",440740
"662",1990,"MN","Electric Generators, Electric Utilities","Wind",266
"663",1990,"MN","Electric Generators, Electric Utilities","Wood",147697
"664",1990,"MN","Combined Heat and Power, Industrial Power","Total",1180120
"665",1990,"MN","Combined Heat and Power, Industrial Power","Coal",588677
"666",1990,"MN","Combined Heat and Power, Industrial Power","Hydro",171678
"667",1990,"MN","Combined Heat and Power, Industrial Power","Natural Gas",130644
"669",1990,"MN","Combined Heat and Power, Industrial Power","Petroleum",4543
"670",1990,"MN","Combined Heat and Power, Industrial Power","Wood",277321
"671",1990,"MN","Combined Heat and Power, Commercial Power","Total",101121
"672",1990,"MN","Combined Heat and Power, Commercial Power","Natural Gas",78639
"674",1990,"MN","Combined Heat and Power, Commercial Power","Petroleum",2531
"675",1990,"MO","Total Electric Power Industry","Total",59352830
"676",1990,"MO","Total Electric Power Industry","Coal",48796793
"677",1990,"MO","Total Electric Power Industry","Hydro",2192115
"678",1990,"MO","Total Electric Power Industry","Natural Gas",312109
"679",1990,"MO","Total Electric Power Industry","Nuclear",7998039
"680",1990,"MO","Total Electric Power Industry","Petroleum",90033
"682",1990,"MO","Electric Generators, Electric Utilities","Total",59010858
"683",1990,"MO","Electric Generators, Electric Utilities","Coal",48501751
"684",1990,"MO","Electric Generators, Electric Utilities","Hydro",2192115
"685",1990,"MO","Electric Generators, Electric Utilities","Natural Gas",265870
"686",1990,"MO","Electric Generators, Electric Utilities","Nuclear",7998039
"687",1990,"MO","Electric Generators, Electric Utilities","Petroleum",89342
"689",1990,"MO","Combined Heat and Power, Industrial Power","Total",184016
"690",1990,"MO","Combined Heat and Power, Industrial Power","Coal",138386
"691",1990,"MO","Combined Heat and Power, Industrial Power","Natural Gas",45104
"692",1990,"MO","Combined Heat and Power, Industrial Power","Petroleum",526
"693",1990,"MO","Combined Heat and Power, Commercial Power","Total",157956
"694",1990,"MO","Combined Heat and Power, Commercial Power","Coal",156656
"695",1990,"MO","Combined Heat and Power, Commercial Power","Natural Gas",1135
"696",1990,"MO","Combined Heat and Power, Commercial Power","Petroleum",165
"697",1990,"MS","Total Electric Power Industry","Total",25201417
"698",1990,"MS","Total Electric Power Industry","Coal",9526527
"699",1990,"MS","Total Electric Power Industry","Natural Gas",5919664
"700",1990,"MS","Total Electric Power Industry","Nuclear",7422131
"701",1990,"MS","Total Electric Power Industry","Petroleum",738971
"702",1990,"MS","Total Electric Power Industry","Wood",1594124
"703",1990,"MS","Electric Generators, Electric Utilities","Total",22923971
"704",1990,"MS","Electric Generators, Electric Utilities","Coal",9445584
"705",1990,"MS","Electric Generators, Electric Utilities","Natural Gas",5350782
"706",1990,"MS","Electric Generators, Electric Utilities","Nuclear",7422131
"707",1990,"MS","Electric Generators, Electric Utilities","Petroleum",705474
"708",1990,"MS","Combined Heat and Power, Industrial Power","Total",2277446
"709",1990,"MS","Combined Heat and Power, Industrial Power","Coal",80943
"710",1990,"MS","Combined Heat and Power, Industrial Power","Natural Gas",568882
"711",1990,"MS","Combined Heat and Power, Industrial Power","Petroleum",33497
"712",1990,"MS","Combined Heat and Power, Industrial Power","Wood",1594124
"713",1990,"MT","Total Electric Power Industry","Total",26029772
"714",1990,"MT","Total Electric Power Industry","Coal",15119619
"715",1990,"MT","Total Electric Power Industry","Hydro",10716817
"716",1990,"MT","Total Electric Power Industry","Natural Gas",55255
"717",1990,"MT","Total Electric Power Industry","Petroleum",28982
"718",1990,"MT","Total Electric Power Industry","Wind",0
"719",1990,"MT","Total Electric Power Industry","Wood",109099
"720",1990,"MT","Electric Generators, Independent Power Producers","Total",261490
"721",1990,"MT","Electric Generators, Independent Power Producers","Coal",216960
"722",1990,"MT","Electric Generators, Independent Power Producers","Hydro",44530
"723",1990,"MT","Electric Generators, Electric Utilities","Total",25718975
"724",1990,"MT","Electric Generators, Electric Utilities","Coal",14902659
"725",1990,"MT","Electric Generators, Electric Utilities","Hydro",10672287
"726",1990,"MT","Electric Generators, Electric Utilities","Natural Gas",41173
"727",1990,"MT","Electric Generators, Electric Utilities","Petroleum",27369
"728",1990,"MT","Electric Generators, Electric Utilities","Wind",0
"729",1990,"MT","Electric Generators, Electric Utilities","Wood",75487
"730",1990,"MT","Combined Heat and Power, Industrial Power","Total",49307
"731",1990,"MT","Combined Heat and Power, Industrial Power","Natural Gas",14082
"732",1990,"MT","Combined Heat and Power, Industrial Power","Petroleum",1613
"733",1990,"MT","Combined Heat and Power, Industrial Power","Wood",33612
"734",1990,"NC","Total Electric Power Industry","Total",84925767
